bom_title,budget,cast,filmmakers,genres,gross_domestic,gross_international,gross_worldwide,input_title,input_year,opening_weekend,release_date,runtime_minutes,source_url
The Bastard Sons,,"[{'actor': 'Kevin Interdonato', 'role': 'Director'}, {'actor': 'Kevin Interdonato', 'role': 'Writer'}, {'actor': 'Glenn Rodriguez', 'role': 'Writer'}, {'actor': 'Peter Dobson', 'role': 'Producer'}, {'actor': 'Kevin Interdonato', 'role': 'Producer'}, {'actor': 'Nicholas Larrabure', 'role': 'Producer'}, {'actor': 'Joe Minnella', 'role': 'Producer'}, {'actor': 'Glenn Rodriguez', 'role': 'Producer'}, {'actor': 'Joseph Sernio', 'role': 'Producer'}, {'actor': 'Jeff Stewart', 'role': 'Producer'}, {'actor': 'Charles Malik Whitfield', 'role': 'Producer'}, {'actor': 'Isaiah Seward', 'role': 'Composer'}, {'actor': 'Joe Minnella', 'role': 'Cinematographer'}, {'actor': 'Nicholas Larrabure', 'role': 'Editor'}, {'actor': 'Kevin Interdonato', 'role': 'Vincent Damiano See more'}, {'actor': 'Charles Malik Whitfield', 'role': 'Darius See more'}, {'actor': 'Frankie Edgar', 'role': 'Donny Mac See more'}, {'actor': 'Al Sapienza', 'role': 'Frank Rome See more'}]","[{'name': 'Kevin Interdonato', 'role': 'Director'}, {'name': 'Kevin Interdonato', 'role': 'Writer'}, {'name': 'Glenn Rodriguez', 'role': 'Writer'}, {'name': 'Peter Dobson', 'role': 'Producer'}, {'name': 'Kevin Interdonato', 'role': 'Producer'}, {'name': 'Nicholas Larrabure', 'role': 'Producer'}, {'name': 'Joe Minnella', 'role': 'Producer'}, {'name': 'Glenn Rodriguez', 'role': 'Producer'}, {'name': 'Joseph Sernio', 'role': 'Producer'}, {'name': 'Jeff Stewart', 'role': 'Producer'}, {'name': 'Charles Malik Whitfield', 'role': 'Producer'}, {'name': 'Isaiah Seward', 'role': 'Composer'}, {'name': 'Joe Minnella', 'role': 'Cinematographer'}, {'name': 'Nicholas Larrabure', 'role': 'Editor'}, {'name': 'Kevin Interdonato', 'role': 'Vincent Damiano See more'}, {'name': 'Charles Malik Whitfield', 'role': 'Darius See more'}, {'name': 'Frankie Edgar', 'role': 'Donny Mac See more'}, {'name': 'Al Sapienza', 'role': 'Frank Rome See more'}]",Crime Thriller,,,,The Bastard Sons,2023,,"January 5, 2024 (Domestic)",84,https://www.boxofficemojo.com/title/tt15665448/
The Bricklayer,,"[{'actor': 'Renny Harlin', 'role': 'Director'}, {'actor': 'Hanna Weg', 'role': 'Writer'}, {'actor': 'Matt Johnson', 'role': 'Writer'}, {'actor': 'Noah Boyd', 'role': 'Writer'}, {'actor': 'Marc Moss', 'role': 'Writer'}, {'actor': 'Pete Travis', 'role': 'Writer'}, {'actor': 'Boaz Davidson', 'role': 'Producer'}, {'actor': 'Jeffrey Greenstein', 'role': 'Producer'}, {'actor': 'Yariv Lerner', 'role': 'Producer'}, {'actor': 'Heidi Jo Markel', 'role': 'Producer'}, {'actor': 'Trevor Short', 'role': 'Producer'}, {'actor': 'Robert Van Norden', 'role': 'Producer'}, {'actor': 'Les Weldon', 'role': 'Producer'}, {'actor': 'Jonathan Yunger', 'role': 'Producer'}, {'actor': 'Walter Mair', 'role': 'Composer'}, {'actor': 'Matti Eerikäinen', 'role': 'Cinematographer'}, {'actor': 'Iain Erskine', 'role': 'Editor'}, {'actor': 'Philip Murphy', 'role': 'Production Designer'}, {'actor': 'Aaron Eckhart', 'role': 'Steve Vail See more'}, {'actor': 'Nina Dobrev', 'role': 'Kate Bannon See more'}, {'actor': 'Clifton Collins Jr.', 'role': 'Victor Radek See more'}, {'actor': 'Tim Blake Nelson', 'role': ""CIA Director O'Malley See more""}]","[{'name': 'Renny Harlin', 'role': 'Director'}, {'name': 'Hanna Weg', 'role': 'Writer'}, {'name': 'Matt Johnson', 'role': 'Writer'}, {'name': 'Noah Boyd', 'role': 'Writer'}, {'name': 'Marc Moss', 'role': 'Writer'}, {'name': 'Pete Travis', 'role': 'Writer'}, {'name': 'Boaz Davidson', 'role': 'Producer'}, {'name': 'Jeffrey Greenstein', 'role': 'Producer'}, {'name': 'Yariv Lerner', 'role': 'Producer'}, {'name': 'Heidi Jo Markel', 'role': 'Producer'}, {'name': 'Trevor Short', 'role': 'Producer'}, {'name': 'Robert Van Norden', 'role': 'Producer'}, {'name': 'Les Weldon', 'role': 'Producer'}, {'name': 'Jonathan Yunger', 'role': 'Producer'}, {'name': 'Walter Mair', 'role': 'Composer'}, {'name': 'Matti Eerikäinen', 'role': 'Cinematographer'}, {'name': 'Iain Erskine', 'role': 'Editor'}, {'name': 'Philip Murphy', 'role': 'Production Designer'}, {'name': 'Aaron Eckhart', 'role': 'Steve Vail See more'}, {'name': 'Nina Dobrev', 'role': 'Kate Bannon See more'}, {'name': 'Clifton Collins Jr.', 'role': 'Victor Radek See more'}, {'name': 'Tim Blake Nelson', 'role': ""CIA Director O'Malley See more""}]",Action Thriller,,899683,899683,The Bricklayer,2023,,"December 14, 2023 (New Zealand)",110,https://www.boxofficemojo.com/title/tt2016303/
Memory,,"[{'actor': 'Michel Franco', 'role': 'Director'}, {'actor': 'Michel Franco', 'role': 'Writer'}, {'actor': 'Michel Franco', 'role': 'Producer'}, {'actor': 'Duncan Montgomery', 'role': 'Producer'}, {'actor': 'Eréndira Núñez Larios', 'role': 'Producer'}, {'actor': 'Alex Orlovsky', 'role': 'Producer'}, {'actor': 'Yves Cape', 'role': 'Cinematographer'}, {'actor': 'Óscar Figueroa', 'role': 'Editor'}, {'actor': 'Michel Franco', 'role': 'Editor'}, {'actor': 'Claudio Ramirez Castelli', 'role': 'Production Designer'}, {'actor': 'Alan Nehama', 'role': 'AA Member See more'}, {'actor': 'Dutch Welch', 'role': 'AA Member See more'}, {'actor': 'Aliya Campbell', 'role': 'AA Member See more'}, {'actor': 'Donald McQueen', 'role': 'AA Member See more'}]","[{'name': 'Michel Franco', 'role': 'Director'}, {'name': 'Michel Franco', 'role': 'Writer'}, {'name': 'Michel Franco', 'role': 'Producer'}, {'name': 'Duncan Montgomery', 'role': 'Producer'}, {'name': 'Eréndira Núñez Larios', 'role': 'Producer'}, {'name': 'Alex Orlovsky', 'role': 'Producer'}, {'name': 'Yves Cape', 'role': 'Cinematographer'}, {'name': 'Óscar Figueroa', 'role': 'Editor'}, {'name': 'Michel Franco', 'role': 'Editor'}, {'name': 'Claudio Ramirez Castelli', 'role': 'Production Designer'}, {'name': 'Alan Nehama', 'role': 'AA Member See more'}, {'name': 'Dutch Welch', 'role': 'AA Member See more'}, {'name': 'Aliya Campbell', 'role': 'AA Member See more'}, {'name': 'Donald McQueen', 'role': 'AA Member See more'}]",Drama,381052,1693534,2074586,Memory,2023,36356,"December 22, 2023 (Domestic)",103,https://www.boxofficemojo.com/title/tt19864828/
Questions,,"[{'actor': 'Avery Kidd Waddell', 'role': 'Director'}, {'actor': 'Avery Kidd Waddell', 'role': 'Writer'}, {'actor': 'Derrex Brady', 'role': 'Producer'}, {'actor': 'Marc Etienne', 'role': 'Producer'}, {'actor': 'Quattro', 'role': 'Composer'}, {'actor': 'William Novy', 'role': 'Cinematographer'}, {'actor': 'Chris Chan Roberson', 'role': 'Editor'}, {'actor': 'Carmen Serano', 'role': 'Terra Sinclair See more'}, {'actor': 'Marcuis Harris', 'role': 'C-illa See more'}, {'actor': 'Greg Serano', 'role': 'Leon See more'}, {'actor': 'Jonathan Stanley', 'role': 'Tony See more'}]","[{'name': 'Avery Kidd Waddell', 'role': 'Director'}, {'name': 'Avery Kidd Waddell', 'role': 'Writer'}, {'name': 'Derrex Brady', 'role': 'Producer'}, {'name': 'Marc Etienne', 'role': 'Producer'}, {'name': 'Quattro', 'role': 'Composer'}, {'name': 'William Novy', 'role': 'Cinematographer'}, {'name': 'Chris Chan Roberson', 'role': 'Editor'}, {'name': 'Carmen Serano', 'role': 'Terra Sinclair See more'}, {'name': 'Marcuis Harris', 'role': 'C-illa See more'}, {'name': 'Greg Serano', 'role': 'Leon See more'}, {'name': 'Jonathan Stanley', 'role': 'Tony See more'}]",Comedy,7181,,7181,Questions,2023,3980,"January 5, 2024 (Domestic)",100,https://www.boxofficemojo.com/title/tt3287980/
Weak Layers,,"[{'actor': 'Katie Burrell', 'role': 'Director'}, {'actor': 'Katie Burrell', 'role': 'Writer'}, {'actor': 'Andrew Ladd', 'role': 'Writer'}, {'actor': 'Jared Drake', 'role': 'Producer'}, {'actor': 'Andrew Ladd', 'role': 'Producer'}, {'actor': 'Cody Westheimer', 'role': 'Composer'}, {'actor': 'Ryan De Franco', 'role': 'Cinematographer'}, {'actor': 'Anna Rottke', 'role': 'Editor'}, {'actor': 'Jeff Curry', 'role': 'Production Designer'}, {'actor': 'Katie Burrell', 'role': 'Cleo Brown See more'}, {'actor': 'Jadyn Wong', 'role': 'Lucy Lin See more'}, {'actor': 'Chelsea Conwright', 'role': 'Tina Gates See more'}, {'actor': 'Evan Jonigkeit', 'role': 'Gabe Paul See more'}]","[{'name': 'Katie Burrell', 'role': 'Director'}, {'name': 'Katie Burrell', 'role': 'Writer'}, {'name': 'Andrew Ladd', 'role': 'Writer'}, {'name': 'Jared Drake', 'role': 'Producer'}, {'name': 'Andrew Ladd', 'role': 'Producer'}, {'name': 'Cody Westheimer', 'role': 'Composer'}, {'name': 'Ryan De Franco', 'role': 'Cinematographer'}, {'name': 'Anna Rottke', 'role': 'Editor'}, {'name': 'Jeff Curry', 'role': 'Production Designer'}, {'name': 'Katie Burrell', 'role': 'Cleo Brown See more'}, {'name': 'Jadyn Wong', 'role': 'Lucy Lin See more'}, {'name': 'Chelsea Conwright', 'role': 'Tina Gates See more'}, {'name': 'Evan Jonigkeit', 'role': 'Gabe Paul See more'}]",Comedy,154445,4134,158579,Weak Layers,2023,40801,"January 5, 2024 (Domestic)",99,https://www.boxofficemojo.com/title/tt16383764/
Mayhem!,,"[{'actor': 'Xavier Gens', 'role': 'Director'}, {'actor': 'Magali Rossitto', 'role': 'Writer'}, {'actor': 'Xavier Gens', 'role': 'Writer'}, {'actor': 'Guillaume Lemans', 'role': 'Writer'}, {'actor': 'Stéphane Cabel', 'role': 'Writer'}, {'actor': 'Vincent Roget', 'role': 'Producer'}, {'actor': 'Dimitri Stephanides', 'role': 'Producer'}, {'actor': 'Jean-Pierre Taïeb', 'role': 'Composer'}, {'actor': 'Gilles Porte', 'role': 'Cinematographer'}, {'actor': 'Riwanon Le Beller', 'role': 'Editor'}, {'actor': 'Nassim Lyes', 'role': 'Sam See more'}, {'actor': 'Loryn Nounay', 'role': 'Mia See more'}, {'actor': 'Olivier Gourmet', 'role': 'Narong See more'}, {'actor': 'Chananticha Chaipa', 'role': 'Dara See more'}]","[{'name': 'Xavier Gens', 'role': 'Director'}, {'name': 'Magali Rossitto', 'role': 'Writer'}, {'name': 'Xavier Gens', 'role': 'Writer'}, {'name': 'Guillaume Lemans', 'role': 'Writer'}, {'name': 'Stéphane Cabel', 'role': 'Writer'}, {'name': 'Vincent Roget', 'role': 'Producer'}, {'name': 'Dimitri Stephanides', 'role': 'Producer'}, {'name': 'Jean-Pierre Taïeb', 'role': 'Composer'}, {'name': 'Gilles Porte', 'role': 'Cinematographer'}, {'name': 'Riwanon Le Beller', 'role': 'Editor'}, {'name': 'Nassim Lyes', 'role': 'Sam See more'}, {'name': 'Loryn Nounay', 'role': 'Mia See more'}, {'name': 'Olivier Gourmet', 'role': 'Narong See more'}, {'name': 'Chananticha Chaipa', 'role': 'Dara See more'}]",Action Thriller,8510,1565626,1574136,Mayhem!,2023,6001,"June 28, 2023 (France)",99,https://www.boxofficemojo.com/title/tt19319352/
M*A*S*H: The Comedy That Changed Television,,"[{'actor': 'John Scheinfeld', 'role': 'Director'}, {'actor': 'Dave Harding', 'role': 'Producer'}, {'actor': 'Peter S. Lynch II', 'role': 'Editor'}, {'actor': 'Alan Alda', 'role': 'Self See more'}, {'actor': 'Allan Arbus', 'role': 'Maj. Sidney Freeman See more'}, {'actor': 'G.W. Bailey', 'role': 'Sgt. Luther Rizzo See more'}, {'actor': 'Sorrell Booke', 'role': 'Gen. Wilson Spulding Baker See more'}]","[{'name': 'John Scheinfeld', 'role': 'Director'}, {'name': 'Dave Harding', 'role': 'Producer'}, {'name': 'Peter S. Lynch II', 'role': 'Editor'}, {'name': 'Alan Alda', 'role': 'Self See more'}, {'name': 'Allan Arbus', 'role': 'Maj. Sidney Freeman See more'}, {'name': 'G.W. Bailey', 'role': 'Sgt. Luther Rizzo See more'}, {'name': 'Sorrell Booke', 'role': 'Gen. Wilson Spulding Baker See more'}]",Talk-Show,,,,M*A*S*H: The Comedy That Changed Television,2023,,"January 1, 2024 (Domestic)",89,https://www.boxofficemojo.com/title/tt30324905/
Anselm,,"[{'actor': 'Wim Wenders', 'role': 'Director'}, {'actor': 'Wim Wenders', 'role': 'Writer'}, {'actor': 'Karsten Brünig', 'role': 'Producer'}, {'actor': 'Leonard Küßner', 'role': 'Composer'}, {'actor': 'Franz Lustig', 'role': 'Cinematographer'}, {'actor': 'Maxine Goedicke', 'role': 'Editor'}, {'actor': 'Karin Betzler', 'role': 'Production Designer'}, {'actor': 'Sebastian Soukup', 'role': 'Production Designer'}, {'actor': 'Anselm Kiefer', 'role': 'Anselm See more'}, {'actor': 'Daniel Kiefer', 'role': 'Anselm (young) See more'}, {'actor': 'Anton Wenders', 'role': 'Anselm (boy) See more'}, {'actor': 'Ingeborg Bachmann', 'role': 'Self See more'}]","[{'name': 'Wim Wenders', 'role': 'Director'}, {'name': 'Wim Wenders', 'role': 'Writer'}, {'name': 'Karsten Brünig', 'role': 'Producer'}, {'name': 'Leonard Küßner', 'role': 'Composer'}, {'name': 'Franz Lustig', 'role': 'Cinematographer'}, {'name': 'Maxine Goedicke', 'role': 'Editor'}, {'name': 'Karin Betzler', 'role': 'Production Designer'}, {'name': 'Sebastian Soukup', 'role': 'Production Designer'}, {'name': 'Anselm Kiefer', 'role': 'Anselm See more'}, {'name': 'Daniel Kiefer', 'role': 'Anselm (young) See more'}, {'name': 'Anton Wenders', 'role': 'Anselm (boy) See more'}, {'name': 'Ingeborg Bachmann', 'role': 'Self See more'}]",Documentary,508895,1322553,1831448,Anselm,2023,56241,"October 18, 2023 (France)",93,https://www.boxofficemojo.com/title/tt27502250/
The Goldfinger,,"[{'actor': 'Felix Chong', 'role': 'Director'}, {'actor': 'Felix Chong', 'role': 'Writer'}, {'actor': 'Ronald Wong', 'role': 'Producer'}, {'actor': 'Day Tai', 'role': 'Composer'}, {'actor': 'Anthony Pun', 'role': 'Cinematographer'}, {'actor': 'William Chang', 'role': 'Editor'}, {'actor': 'Curran Pang', 'role': 'Editor'}, {'actor': 'Che Kiu Lam', 'role': 'Production Designer'}, {'actor': 'Tony Leung Chiu-wai', 'role': 'Ching Yat Yin See more'}, {'actor': 'Andy Lau', 'role': 'Lau Kai Yuen See more'}, {'actor': 'Simon Yam', 'role': 'Tsang Kim Kiu See more'}, {'actor': 'Kevin Kam-Yin Chu', 'role': 'Lam Shing See more'}]","[{'name': 'Felix Chong', 'role': 'Director'}, {'name': 'Felix Chong', 'role': 'Writer'}, {'name': 'Ronald Wong', 'role': 'Producer'}, {'name': 'Day Tai', 'role': 'Composer'}, {'name': 'Anthony Pun', 'role': 'Cinematographer'}, {'name': 'William Chang', 'role': 'Editor'}, {'name': 'Curran Pang', 'role': 'Editor'}, {'name': 'Che Kiu Lam', 'role': 'Production Designer'}, {'name': 'Tony Leung Chiu-wai', 'role': 'Ching Yat Yin See more'}, {'name': 'Andy Lau', 'role': 'Lau Kai Yuen See more'}, {'name': 'Simon Yam', 'role': 'Tsang Kim Kiu See more'}, {'name': 'Kevin Kam-Yin Chu', 'role': 'Lam Shing See more'}]",Action Crime Drama,,6136329,6136329,The Goldfinger,2023,,"December 30, 2023 (Domestic, APAC)",126,https://www.boxofficemojo.com/title/tt14099796/
Noryang: Deadly Sea,,"[{'actor': 'Kim Han-min', 'role': 'Director'}, {'actor': 'Kim Han-min', 'role': 'Writer'}, {'actor': 'Na-ra Lee', 'role': 'Writer'}, {'actor': 'Hong-gi Yun', 'role': 'Writer'}, {'actor': 'Kim Ju-kyung', 'role': 'Producer'}, {'actor': 'Kim Tae-seong', 'role': 'Composer'}, {'actor': 'Kim Tae-sung', 'role': 'Cinematographer'}, {'actor': 'Hyun-Gun Ahn', 'role': 'Editor'}, {'actor': 'Kim Yoon-seok', 'role': 'Admiral Yi Sun-Shin See more'}, {'actor': 'Yoonseuk Back', 'role': 'Shimazu See more'}, {'actor': 'Jeong Jae-yeong', 'role': 'Chen Lin See more'}, {'actor': 'Huh Joon-ho', 'role': 'Lung Ja-Ryong See more'}]","[{'name': 'Kim Han-min', 'role': 'Director'}, {'name': 'Kim Han-min', 'role': 'Writer'}, {'name': 'Na-ra Lee', 'role': 'Writer'}, {'name': 'Hong-gi Yun', 'role': 'Writer'}, {'name': 'Kim Ju-kyung', 'role': 'Producer'}, {'name': 'Kim Tae-seong', 'role': 'Composer'}, {'name': 'Kim Tae-sung', 'role': 'Cinematographer'}, {'name': 'Hyun-Gun Ahn', 'role': 'Editor'}, {'name': 'Kim Yoon-seok', 'role': 'Admiral Yi Sun-Shin See more'}, {'name': 'Yoonseuk Back', 'role': 'Shimazu See more'}, {'name': 'Jeong Jae-yeong', 'role': 'Chen Lin See more'}, {'name': 'Huh Joon-ho', 'role': 'Lung Ja-Ryong See more'}]",Action Biography History War,315245,33895721,34210966,Noryang: Deadly Sea,2023,19333,"December 20, 2023 (South Korea)",152,https://www.boxofficemojo.com/title/tt22813112/
The Teachers' Lounge,,"[{'actor': 'Ilker Çatak', 'role': 'Director'}, {'actor': 'Johannes Duncker', 'role': 'Writer'}, {'actor': 'Ilker Çatak', 'role': 'Writer'}, {'actor': 'Ingo Fliess', 'role': 'Producer'}, {'actor': 'Marvin Miller', 'role': 'Composer'}, {'actor': 'Judith Kaufmann', 'role': 'Cinematographer'}, {'actor': 'Gesa Jäger', 'role': 'Editor'}, {'actor': 'Zazie Knepper', 'role': 'Production Designer'}, {'actor': 'Leonie Benesch', 'role': 'Carla Nowak See more'}, {'actor': 'Anne-Kathrin Gummich', 'role': 'Dr. Bettina Böhm See more'}, {'actor': 'Rafael Stachowiak', 'role': 'Milosz Dudek See more'}, {'actor': 'Michael Klammer', 'role': 'Thomas Liebenwerda See more'}]","[{'name': 'Ilker Çatak', 'role': 'Director'}, {'name': 'Johannes Duncker', 'role': 'Writer'}, {'name': 'Ilker Çatak', 'role': 'Writer'}, {'name': 'Ingo Fliess', 'role': 'Producer'}, {'name': 'Marvin Miller', 'role': 'Composer'}, {'name': 'Judith Kaufmann', 'role': 'Cinematographer'}, {'name': 'Gesa Jäger', 'role': 'Editor'}, {'name': 'Zazie Knepper', 'role': 'Production Designer'}, {'name': 'Leonie Benesch', 'role': 'Carla Nowak See more'}, {'name': 'Anne-Kathrin Gummich', 'role': 'Dr. Bettina Böhm See more'}, {'name': 'Rafael Stachowiak', 'role': 'Milosz Dudek See more'}, {'name': 'Michael Klammer', 'role': 'Thomas Liebenwerda See more'}]",Drama,628218,5079224,5707442,The Teachers' Lounge,2023,14611,"May 5, 2023 (Germany)",98,https://www.boxofficemojo.com/title/tt26612950/
Ferrari,,"[{'actor': 'Michael Mann', 'role': 'Director'}, {'actor': 'Troy Kennedy Martin', 'role': 'Writer'}, {'actor': 'Brock Yates', 'role': 'Writer'}, {'actor': 'Monika Bacardi', 'role': 'Producer'}, {'actor': 'John Friedberg', 'role': 'Producer'}, {'actor': 'Thomas Hayslip', 'role': 'Producer'}, {'actor': 'Andrea Iervolino', 'role': 'Producer'}, {'actor': 'John Lesher', 'role': 'Producer'}, {'actor': 'Michael Mann', 'role': 'Producer'}, {'actor': 'Laura Rister', 'role': 'Producer'}, {'actor': 'Marie Savare', 'role': 'Producer'}, {'actor': 'Thorsten Schumacher', 'role': 'Producer'}, {'actor': 'Lars Sylvest', 'role': 'Producer'}, {'actor': 'P.J. van Sandwijk', 'role': 'Producer'}, {'actor': 'Gareth West', 'role': 'Producer'}, {'actor': 'Daniel Pemberton', 'role': 'Composer'}, {'actor': 'Erik Messerschmidt', 'role': 'Cinematographer'}, {'actor': 'Pietro Scalia', 'role': 'Editor'}, {'actor': 'Maria Djurkovic', 'role': 'Production Designer'}, {'actor': 'Adam Driver', 'role': 'Enzo Ferrari See more'}, {'actor': 'Shailene Woodley', 'role': 'Lina Lardi See more'}, {'actor': 'Giuseppe Festinese', 'role': 'Piero Lardi See more'}, {'actor': 'Alessandro Cremona', 'role': 'Porter See more'}]","[{'name': 'Michael Mann', 'role': 'Director'}, {'name': 'Troy Kennedy Martin', 'role': 'Writer'}, {'name': 'Brock Yates', 'role': 'Writer'}, {'name': 'Monika Bacardi', 'role': 'Producer'}, {'name': 'John Friedberg', 'role': 'Producer'}, {'name': 'Thomas Hayslip', 'role': 'Producer'}, {'name': 'Andrea Iervolino', 'role': 'Producer'}, {'name': 'John Lesher', 'role': 'Producer'}, {'name': 'Michael Mann', 'role': 'Producer'}, {'name': 'Laura Rister', 'role': 'Producer'}, {'name': 'Marie Savare', 'role': 'Producer'}, {'name': 'Thorsten Schumacher', 'role': 'Producer'}, {'name': 'Lars Sylvest', 'role': 'Producer'}, {'name': 'P.J. van Sandwijk', 'role': 'Producer'}, {'name': 'Gareth West', 'role': 'Producer'}, {'name': 'Daniel Pemberton', 'role': 'Composer'}, {'name': 'Erik Messerschmidt', 'role': 'Cinematographer'}, {'name': 'Pietro Scalia', 'role': 'Editor'}, {'name': 'Maria Djurkovic', 'role': 'Production Designer'}, {'name': 'Adam Driver', 'role': 'Enzo Ferrari See more'}, {'name': 'Shailene Woodley', 'role': 'Lina Lardi See more'}, {'name': 'Giuseppe Festinese', 'role': 'Piero Lardi See more'}, {'name': 'Alessandro Cremona', 'role': 'Porter See more'}]",Biography Drama History Sport,18550028,25051095,43601123,Ferrari,2023,3921773,"December 7, 2023 (Italy)",130,https://www.boxofficemojo.com/title/tt3758542/
Night Swim,,"[{'actor': 'Bryce McGuire', 'role': 'Director'}, {'actor': 'Bryce McGuire', 'role': 'Writer'}, {'actor': 'Rod Blackhurst', 'role': 'Writer'}, {'actor': 'Jason Blum', 'role': 'Producer'}, {'actor': 'James Wan', 'role': 'Producer'}, {'actor': 'Mark Korven', 'role': 'Composer'}, {'actor': 'Charlie Sarroff', 'role': 'Cinematographer'}, {'actor': 'Jeff McEvoy', 'role': 'Editor'}, {'actor': 'Hillary Gurtler', 'role': 'Production Designer'}, {'actor': 'Wyatt Russell', 'role': 'Ray Waller See more'}, {'actor': 'Kerry Condon', 'role': 'Eve Waller See more'}, {'actor': 'Amélie Hoeferle', 'role': 'Izzy Waller See more'}, {'actor': 'Gavin Warren', 'role': 'Elliot Waller See more'}]","[{'name': 'Bryce McGuire', 'role': 'Director'}, {'name': 'Bryce McGuire', 'role': 'Writer'}, {'name': 'Rod Blackhurst', 'role': 'Writer'}, {'name': 'Jason Blum', 'role': 'Producer'}, {'name': 'James Wan', 'role': 'Producer'}, {'name': 'Mark Korven', 'role': 'Composer'}, {'name': 'Charlie Sarroff', 'role': 'Cinematographer'}, {'name': 'Jeff McEvoy', 'role': 'Editor'}, {'name': 'Hillary Gurtler', 'role': 'Production Designer'}, {'name': 'Wyatt Russell', 'role': 'Ray Waller See more'}, {'name': 'Kerry Condon', 'role': 'Eve Waller See more'}, {'name': 'Amélie Hoeferle', 'role': 'Izzy Waller See more'}, {'name': 'Gavin Warren', 'role': 'Elliot Waller See more'}]",Horror Mystery Thriller,32494740,22273577,54768317,Night Swim,2023,11797155,"January 3, 2024 (EMEA, APAC)",98,https://www.boxofficemojo.com/title/tt9682428/
The Color Purple,,"[{'actor': 'Blitz Bazawule', 'role': 'Director'}, {'actor': 'Marcus Gardley', 'role': 'Writer'}, {'actor': 'Alice Walker', 'role': 'Writer'}, {'actor': 'Marsha Norman', 'role': 'Writer'}, {'actor': 'Quincy Jones', 'role': 'Producer'}, {'actor': 'Scott Sanders', 'role': 'Producer'}, {'actor': 'Steven Spielberg', 'role': 'Producer'}, {'actor': 'Oprah Winfrey', 'role': 'Producer'}, {'actor': 'Kris Bowers', 'role': 'Composer'}, {'actor': 'Dan Laustsen', 'role': 'Cinematographer'}, {'actor': 'Jon Poll', 'role': 'Editor'}, {'actor': 'Paul D. Austerberry', 'role': 'Production Designer'}, {'actor': 'Fantasia Barrino', 'role': 'Celie See more'}, {'actor': 'Taraji P. Henson', 'role': 'Shug Avery See more'}, {'actor': 'Danielle Brooks', 'role': 'Sofia See more'}, {'actor': 'Colman Domingo', 'role': 'Mister See more'}]","[{'name': 'Blitz Bazawule', 'role': 'Director'}, {'name': 'Marcus Gardley', 'role': 'Writer'}, {'name': 'Alice Walker', 'role': 'Writer'}, {'name': 'Marsha Norman', 'role': 'Writer'}, {'name': 'Quincy Jones', 'role': 'Producer'}, {'name': 'Scott Sanders', 'role': 'Producer'}, {'name': 'Steven Spielberg', 'role': 'Producer'}, {'name': 'Oprah Winfrey', 'role': 'Producer'}, {'name': 'Kris Bowers', 'role': 'Composer'}, {'name': 'Dan Laustsen', 'role': 'Cinematographer'}, {'name': 'Jon Poll', 'role': 'Editor'}, {'name': 'Paul D. Austerberry', 'role': 'Production Designer'}, {'name': 'Fantasia Barrino', 'role': 'Celie See more'}, {'name': 'Taraji P. Henson', 'role': 'Shug Avery See more'}, {'name': 'Danielle Brooks', 'role': 'Sofia See more'}, {'name': 'Colman Domingo', 'role': 'Mister See more'}]",Drama Musical,60619191,8300000,68919191,The Color Purple,2023,11737072,"December 25, 2023 (Domestic)",141,https://www.boxofficemojo.com/title/tt1200263/
